split,track_id,frame_index,target_type,payload_capability,adversarial_capability,endurance_margin,mission_type,coordination_level,heading_angle,route_deviation,distance,velocity,altitude,time_to_arrival,swarm_size,defense_capability,target_asset_value,track_confidence,threat_label,urgency_label
train,127,33,0.00000000,0.46752283,0.37448096,0.25561270,0.00000000,0.55531830,0.45086849,0.37702161,0.56400377,0.48732308,0.51084810,0.46256456,0.58242977,0.89377964,0.94148958,0.70949495,4,2
train,127,34,0.00000000,0.46304753,0.37135044,0.24679691,0.00000000,0.55373996,0.43860233,0.35548243,0.56444740,0.45146164,0.51113391,0.44251275,0.58854759,0.89256030,0.95279974,0.68928510,4,2
train,127,35,0.00000000,0.44928274,0.37709913,0.21184947,0.00000000,0.58681571,0.46719676,0.37541941,0.52172446,0.47431618,0.53013974,0.45571837,0.57510483,0.91168624,0.95160931,0.71927106,4,2
train,127,36,0.00000000,0.44825774,0.38233367,0.29628000,0.00000000,0.55720991,0.42149436,0.39675003,0.54495186,0.47772601,0.50504488,0.41847190,0.57381260,0.89989257,0.98000002,0.69772285,4,2
train,127,37,0.00000000,0.46626839,0.40119112,0.23062061,0.00000000,0.56264120,0.40351033,0.38582948,0.57670957,0.47790119,0.53792202,0.44736505,0.57091498,0.92246109,0.90722823,0.67942584,4,2
train,127,38,0.00000000,0.50330031,0.39569473,0.20833564,0.00000000,0.61201286,0.42769513,0.35263482,0.49925706,0.45255795,0.50858682,0.40108478,0.58456248,0.93211776,0.95418960,0.67102450,4,2
train,127,39,0.00000000,0.42799181,0.41445470,0.22979350,0.00000000,0.56947613,0.39369357,0.41555017,0.51772654,0.48849225,0.50763863,0.42780903,0.60239452,0.85543698,0.97856271,0.64084357,4,2
train,127,40,0.00000000,0.46463406,0.38794687,0.25665069,0.00000000,0.59406638,0.37569761,0.41543576,0.49893582,0.47390658,0.51432109,0.44244614,0.52912736,0.92978853,0.95130622,0.72095305,4,2
train,127,41,0.00000000,0.45260757,0.40379998,0.26492408,0.00000000,0.59937268,0.41620925,0.43061253,0.52958149,0.48245597,0.52203900,0.41419858,0.58962065,0.91391289,0.94111526,0.69233769,4,2
train,127,42,0.00000000,0.47835025,0.36311176,0.25159556,0.00000000,0.58830637,0.37279376,0.38832715,0.53247178,0.49469230,0.49493939,0.41518864,0.54976231,0.94455934,0.96161944,0.70564985,4,2
train,127,43,0.00000000,0.51120222,0.39336994,0.24399742,0.00000000,0.56784010,0.41785449,0.41370636,0.46615851,0.48846787,0.52827841,0.41745374,0.59200346,0.88266671,0.98000002,0.71075249,4,2
train,127,44,0.00000000,0.44856104,0.38554800,0.27175835,0.00000000,0.60519677,0.36953646,0.39586723,0.49694517,0.48482907,0.50968689,0.40090171,0.60967356,0.87352228,0.94760358,0.68540311,4,2
train,127,45,0.00000000,0.47888556,0.39848727,0.21682848,0.00000000,0.60860819,0.38166335,0.39532754,0.49558029,0.48612806,0.51884806,0.40510976,0.62113011,0.90801644,0.97822946,0.68679768,4,2
train,127,46,0.00000000,0.47093880,0.38310567,0.25363529,0.00000000,0.59152943,0.34021902,0.40129033,0.44837815,0.53045869,0.51688230,0.42302355,0.60991091,0.87852532,0.91888982,0.69549739,4,3
train,127,47,0.00000000,0.51362348,0.41339654,0.24697696,0.00000000,0.59540182,0.35868245,0.36485893,0.44979325,0.50151849,0.51182908,0.38889742,0.60945100,0.87796086,0.92194891,0.65164047,4,3
train,127,48,0.00000000,0.45619249,0.39529452,0.26524627,0.00000000,0.63168490,0.38552144,0.38913399,0.46034330,0.54200453,0.47176650,0.37809053,0.57588869,0.87060845,0.98000002,0.65100420,4,3
train,127,49,0.00000000,0.46824482,0.37559131,0.22418761,0.00000000,0.61152327,0.29771930,0.39895469,0.48757121,0.53779602,0.49345005,0.38957822,0.64246690,0.90677339,0.94593561,0.65546638,4,3
train,127,50,0.00000000,0.48611352,0.39215246,0.18633686,0.00000000,0.64000577,0.32456559,0.43515366,0.45971689,0.51345170,0.50295687,0.31964096,0.60641384,0.91929108,0.96442914,0.69267160,4,3
train,127,51,0.00000000,0.46931928,0.40709144,0.20396915,0.00000000,0.63217473,0.29992548,0.42013419,0.43540439,0.50817126,0.49795821,0.34216881,0.61955899,0.89120311,0.96462280,0.67469865,4,3
train,127,52,0.00000000,0.49115935,0.42607358,0.25219485,0.00000000,0.58525866,0.32625595,0.40937883,0.44221997,0.51352078,0.51304126,0.33977029,0.63121355,0.90974432,0.96408468,0.65627402,4,3
train,127,53,0.00000000,0.49728426,0.38509220,0.24267589,0.00000000,0.60403717,0.32348597,0.41149652,0.43260658,0.49464998,0.48384556,0.33537927,0.64777684,0.91810656,0.98000002,0.66099393,4,3
train,127,54,0.00000000,0.48607558,0.43917170,0.23057161,0.00000000,0.60513055,0.25606900,0.42836556,0.41808352,0.49462226,0.47473878,0.28582868,0.61817765,0.87785184,0.93642104,0.68235922,4,3
train,127,55,0.00000000,0.46789813,0.40998223,0.19869301,0.00000000,0.64804727,0.28554156,0.38451245,0.42569369,0.52234328,0.49242803,0.32981721,0.57703036,0.88573045,0.94179273,0.67856008,4,3
train,127,56,0.00000000,0.46682566,0.43389907,0.25921386,0.00000000,0.62968427,0.25163656,0.43063474,0.38444903,0.54562122,0.49879134,0.30946288,0.60934609,0.85470873,0.97134781,0.60990775,4,3
train,127,57,0.00000000,0.47246385,0.40061843,0.21768269,0.00000000,0.61689830,0.26691520,0.42662796,0.41994339,0.52680737,0.48949841,0.29197943,0.62689346,0.90321958,0.94240850,0.71017164,4,3
train,127,58,0.00000000,0.45156708,0.37827584,0.24188121,0.00000000,0.64731979,0.28611195,0.40601960,0.36924991,0.49519974,0.47134718,0.27371162,0.61864442,0.91990006,0.95184946,0.65308487,4,3
train,127,59,0.00000000,0.49170783,0.41377047,0.22369395,0.00000000,0.61296308,0.23023194,0.46701506,0.38143829,0.52881521,0.48368713,0.29627737,0.60330963,0.88889110,0.94032103,0.66762882,4,3
train,127,60,0.00000000,0.46164617,0.39274681,0.19903757,0.00000000,0.60283273,0.24262400,0.41543651,0.40947449,0.56326473,0.49078724,0.29688478,0.60168612,0.87242335,0.94187427,0.66470051,4,3
train,127,61,0.00000000,0.46291739,0.43820223,0.28328586,0.00000000,0.65142018,0.21798670,0.41999856,0.35817575,0.49077523,0.47422376,0.27820328,0.64184958,0.89762920,0.94411641,0.70895672,4,3
train,127,62,0.00000000,0.46057066,0.39432469,0.26252127,0.00000000,0.66105974,0.22847098,0.38815558,0.40269816,0.53783900,0.49424747,0.27849147,0.63457030,0.84769106,0.94419318,0.64609396,4,3
train,127,63,0.00000000,0.44988769,0.39710084,0.21262214,0.00000000,0.60037929,0.21270506,0.42225200,0.36152339,0.53529859,0.50567228,0.25753492,0.62993193,0.91071308,0.96347958,0.68836135,4,3
train,151,0,0.00000000,0.16818026,0.61528349,0.28624040,0.00000000,0.04489549,0.83969152,0.22207947,0.98000002,0.15509325,0.31531748,0.98000002,0.34403566,0.91324908,0.96693522,0.82092798,2,1
train,151,1,0.00000000,0.08902176,0.58883101,0.35700011,0.00000000,0.02000000,0.85306281,0.21279001,0.92587501,0.16885749,0.19901346,0.98000002,0.35662723,0.84426886,0.97822958,0.79253417,2,1
train,151,2,0.00000000,0.12577090,0.57814586,0.35401750,0.00000000,0.04592564,0.86642647,0.27063990,0.97447187,0.15821014,0.25402817,0.91489136,0.30247694,0.88091981,0.98000002,0.75173873,2,1
train,151,3,0.00000000,0.09599886,0.58725893,0.29222459,0.00000000,0.08640677,0.83936977,0.25258133,0.98000002,0.17812304,0.27539024,0.96061313,0.35132816,0.87169373,0.98000002,0.77328688,2,1
train,151,4,0.00000000,0.14728735,0.62543648,0.33255398,0.00000000,0.02398711,0.86172849,0.25086167,0.95346886,0.15365224,0.22794135,0.98000002,0.32602572,0.87079710,0.98000002,0.73348099,2,1
train,151,5,0.00000000,0.13369024,0.68570119,0.34547019,0.00000000,0.02000000,0.89545393,0.22145587,0.97476554,0.11704215,0.30458909,0.97005004,0.32233083,0.87652928,0.95777130,0.73641872,2,1
train,151,6,0.00000000,0.14874384,0.58626109,0.26311523,0.00000000,0.05466002,0.84975034,0.29424012,0.98000002,0.13301407,0.25617880,0.98000002,0.36274251,0.92051017,0.97597402,0.79365498,2,1
train,151,7,0.00000000,0.13745189,0.56978500,0.33850002,0.00000000,0.11841993,0.77146399,0.23059858,0.94783932,0.19129857,0.32727820,0.98000002,0.36216015,0.82955921,0.97176242,0.78555739,2,1
train,151,8,0.00000000,0.14099231,0.58656657,0.32324949,0.00000000,0.02000000,0.87642264,0.27262273,0.95361054,0.18110353,0.26024348,0.98000002,0.38251409,0.88572598,0.98000002,0.76269519,2,1
train,151,9,0.00000000,0.13630006,0.60385704,0.32599515,0.00000000,0.02000000,0.80007094,0.22297485,0.94719332,0.13347051,0.23367572,0.94401306,0.38149089,0.84048069,0.97796458,0.76771194,2,1
train,151,10,0.00000000,0.12097018,0.59137249,0.26544595,0.00000000,0.02000000,0.84534305,0.24920756,0.88789356,0.14545974,0.35250831,0.95126659,0.36671424,0.94046694,0.94809586,0.79688787,2,1
train,151,11,0.00000000,0.05326913,0.54966670,0.33359417,0.00000000,0.02000000,0.82607013,0.25509316,0.96505231,0.12449826,0.22295992,0.94953805,0.31823358,0.87327158,0.94484407,0.82231212,2,1
train,151,12,0.00000000,0.12615392,0.60073924,0.33745891,0.00000000,0.05086599,0.88639176,0.31894571,0.93094814,0.17808501,0.26891252,0.94966006,0.33043262,0.85821342,0.97261679,0.70960188,2,1
train,151,13,0.00000000,0.14572634,0.62689424,0.32592043,0.00000000,0.06424654,0.83161044,0.26155493,0.93526632,0.18256167,0.22827278,0.97979492,0.32396311,0.93573672,0.95397443,0.84763449,2,1
train,151,14,0.00000000,0.05633079,0.59738678,0.30265668,0.00000000,0.06042283,0.91243035,0.30990034,0.92326427,0.13267605,0.33072928,0.96583611,0.34239149,0.89775670,0.94259137,0.77044010,2,1
train,151,15,0.00000000,0.08244471,0.61093885,0.29663154,0.00000000,0.04273802,0.88439715,0.23983221,0.94774193,0.15438117,0.22918145,0.88577312,0.34521538,0.87443650,0.97001016,0.77291000,2,1
train,151,16,0.00000000,0.19827124,0.57283980,0.26036486,0.00000000,0.02369390,0.81532633,0.25964090,0.94439775,0.19658743,0.18001656,0.92895883,0.32384992,0.89508969,0.94266284,0.79737651,2,1
train,151,17,0.00000000,0.17636202,0.57946908,0.28541923,0.00000000,0.02000000,0.83849448,0.29197595,0.92902386,0.19917946,0.25618005,0.96250194,0.36789426,0.90278095,0.98000002,0.77635479,2,1
train,151,18,0.00000000,0.14606982,0.63680965,0.26363224,0.00000000,0.02000000,0.78810227,0.21257478,0.90626216,0.22750534,0.21801054,0.97386974,0.42715487,0.89173090,0.95976394,0.79431927,2,1
train,151,19,0.00000000,0.11804330,0.62381393,0.29318145,0.00000000,0.02000000,0.83729094,0.24746066,0.94410843,0.21496792,0.27061981,0.98000002,0.30404404,0.87453884,0.98000002,0.83172327,2,1
train,151,20,0.00000000,0.17970900,0.57204932,0.29379714,0.00000000,0.02000000,0.81263256,0.37537166,0.90354079,0.22162361,0.27317557,0.98000002,0.30641240,0.81734502,0.95525604,0.82935387,2,1
train,151,21,0.00000000,0.10731010,0.59339428,0.33531073,0.00000000,0.04432587,0.80149883,0.22184417,0.91492629,0.15277174,0.25087875,0.98000002,0.32635832,0.86862892,0.95490807,0.81519818,2,1
train,151,22,0.00000000,0.12016362,0.62008446,0.31128120,0.00000000,0.05986490,0.83926535,0.18071952,0.90787357,0.17591937,0.25942239,0.96855569,0.37759382,0.86980051,0.90964317,0.76789546,2,1
train,151,23,0.00000000,0.13650717,0.62657976,0.34194317,0.00000000,0.07244410,0.81421858,0.31079578,0.90582317,0.21858726,0.24268207,0.98000002,0.36830926,0.87701762,0.98000002,0.77316415,2,1
train,151,24,0.00000000,0.13915285,0.55162567,0.34204733,0.00000000,0.06455643,0.75420988,0.32850471,0.86956990,0.16002741,0.27943867,0.95144016,0.28768489,0.92322069,0.96265644,0.74092668,2,1
train,151,25,0.00000000,0.11348927,0.55676299,0.32577994,0.00000000,0.09254573,0.73717898,0.27973458,0.92340606,0.19384234,0.22513309,0.98000002,0.35828570,0.85765249,0.98000002,0.82066298,2,1
train,151,26,0.00000000,0.13462585,0.58070469,0.30306640,0.00000000,0.05071345,0.80686444,0.31556916,0.87274063,0.22104773,0.27100864,0.97699356,0.37218657,0.91125977,0.98000002,0.73112261,2,1
train,151,27,0.00000000,0.14157230,0.63320005,0.33103451,0.00000000,0.03154963,0.80001545,0.29516545,0.84951115,0.14357112,0.25872865,0.92229348,0.38530818,0.83580506,0.96610874,0.76396722,2,1
train,151,28,0.00000000,0.13017896,0.56645584,0.28214914,0.00000000,0.09842118,0.75336808,0.31715071,0.89057612,0.20837581,0.24257725,0.95677036,0.34134942,0.88643086,0.94349903,0.77635801,2,1
train,151,29,0.00000000,0.12975284,0.57088727,0.33797500,0.00000000,0.04993581,0.80100316,0.28604245,0.84883356,0.15650110,0.18852137,0.94626403,0.36692929,0.84238857,0.97862387,0.77249974,2,1
train,151,30,0.00000000,0.09932294,0.57911897,0.27455899,0.00000000,0.04529460,0.76070398,0.24650167,0.79762423,0.22975643,0.25291345,0.95351702,0.35846576,0.91436189,0.98000002,0.81080949,2,1
train,151,31,0.00000000,0.10271048,0.52865350,0.31529385,0.00000000,0.10143615,0.74865782,0.29668164,0.86029142,0.23557027,0.21085683,0.94478470,0.33954060,0.88289291,0.98000002,0.69082791,2,1
train,151,32,0.00000000,0.15356413,0.59490317,0.31722811,0.00000000,0.04969357,0.68440163,0.25957713,0.82197195,0.18855387,0.21984866,0.98000002,0.39190373,0.80571181,0.98000002,0.78447264,2,1
train,151,33,0.00000000,0.14080091,0.60659969,0.33457515,0.00000000,0.08702681,0.71345413,0.32513520,0.85912681,0.21175651,0.25508049,0.95105177,0.35939398,0.90444154,0.93246007,0.74056661,2,1
train,151,34,0.00000000,0.18481123,0.55895668,0.29496104,0.00000000,0.07783861,0.73428434,0.32881600,0.74547076,0.19481379,0.15930387,0.95304239,0.26902178,0.87482560,0.98000002,0.74867851,2,2
train,151,35,0.00000000,0.11017687,0.57095480,0.30699569,0.00000000,0.07874463,0.67858297,0.33167598,0.80058986,0.21613444,0.26578519,0.97237200,0.31845585,0.91192222,0.98000002,0.72843546,2,2
train,151,36,0.00000000,0.13257754,0.57146853,0.35121623,0.00000000,0.07504767,0.74311316,0.33965382,0.77752984,0.24974707,0.25372526,0.97968549,0.38378754,0.92906183,0.98000002,0.76782042,2,2
train,151,37,0.00000000,0.10647745,0.59434032,0.30246016,0.00000000,0.10170232,0.70660186,0.28754187,0.82814008,0.20094629,0.18116949,0.98000002,0.36228105,0.84959614,0.98000002,0.74763536,2,2
train,151,38,0.00000000,0.13346931,0.53520894,0.33646679,0.00000000,0.09446806,0.71143359,0.24993978,0.76127148,0.19964318,0.23086284,0.98000002,0.34247133,0.80315590,0.98000002,0.74451083,2,2
train,151,39,0.00000000,0.09240323,0.56164551,0.32779139,0.00000000,0.04899838,0.65658933,0.29030889,0.76740307,0.24883275,0.20843560,0.98000002,0.36901858,0.86945885,0.98000002,0.71516174,2,2
train,151,40,0.00000000,0.12613671,0.59583008,0.33328623,0.00000000,0.06853142,0.66720092,0.33697981,0.74006826,0.23858207,0.26549828,0.96363121,0.40111318,0.90095562,0.98000002,0.69184339,2,2
train,151,41,0.00000000,0.12888131,0.64038205,0.28520149,0.00000000,0.10112649,0.68209344,0.31625259,0.72764093,0.21964394,0.28963003,0.96077013,0.31446785,0.91540045,0.97822917,0.76935089,2,2
train,151,42,0.00000000,0.11299475,0.61433184,0.29409677,0.00000000,0.09514937,0.65820402,0.30907196,0.75651753,0.26583004,0.20212920,0.95047778,0.33527181,0.87591594,0.96539021,0.71796519,2,2
train,151,43,0.00000000,0.10009983,0.53153342,0.27075502,0.00000000,0.07302181,0.65296537,0.28120893,0.75046039,0.21438529,0.21974562,0.96457285,0.34685436,0.85727185,0.96602613,0.70516312,2,2
train,151,44,0.00000000,0.10195465,0.61189324,0.34282479,0.00000000,0.11864744,0.64095110,0.35103604,0.73604786,0.26259297,0.20018362,0.94596899,0.36632127,0.94353676,0.96062165,0.83364880,2,2
train,151,45,0.00000000,0.14572051,0.61174566,0.31671277,0.00000000,0.08651387,0.67217749,0.25282300,0.72496879,0.21845448,0.15497419,0.96102977,0.30357432,0.87489444,0.97885430,0.69094884,2,2
train,151,46,0.00000000,0.05872553,0.63024950,0.27286702,0.00000000,0.07543489,0.65412855,0.27485505,0.75744712,0.28655180,0.17315291,0.90144861,0.31051534,0.92217410,0.98000002,0.80827200,2,2
train,151,47,0.00000000,0.12799945,0.61441076,0.30233616,0.00000000,0.13271503,0.58811563,0.34621486,0.69820827,0.25613791,0.25144038,0.95120984,0.32502067,0.92446864,0.98000002,0.72714829,2,2
train,151,48,0.00000000,0.12625240,0.60831690,0.32536760,0.00000000,0.15902998,0.64992666,0.27803865,0.67776918,0.28342843,0.16694802,0.97922331,0.35153395,0.92942864,0.98000002,0.72708225,2,2
train,151,49,0.00000000,0.09306010,0.61391348,0.32037985,0.00000000,0.09694336,0.59918356,0.33395216,0.70342273,0.22285751,0.18140030,0.97119337,0.29410976,0.83868974,0.98000002,0.72233695,2,2
train,151,50,0.00000000,0.12737510,0.58422768,0.29299307,0.00000000,0.11546616,0.63268918,0.33733356,0.69070250,0.25085202,0.24356753,0.91388786,0.35735631,0.86060357,0.98000002,0.74209565,2,2
train,151,51,0.00000000,0.13183554,0.58895415,0.30581421,0.00000000,0.14360711,0.59417647,0.31401637,0.65429783,0.25826377,0.19635215,0.98000002,0.28071755,0.89392072,0.95055795,0.82079262,2,2
train,151,52,0.00000000,0.09001413,0.60811049,0.37429079,0.00000000,0.15489841,0.55719715,0.30255014,0.67387778,0.21831700,0.21610245,0.87918657,0.33922395,0.88157833,0.98000002,0.68315822,2,2
train,151,53,0.00000000,0.10726316,0.57628769,0.34475410,0.00000000,0.12789898,0.57854706,0.37419608,0.68308097,0.22269665,0.20201874,0.96542394,0.36346209,0.91109705,0.96618724,0.70734316,2,2
train,151,54,0.00000000,0.10194407,0.62901026,0.31575674,0.00000000,0.17931634,0.51632345,0.35126069,0.66587353,0.28307647,0.21516173,0.92416745,0.40559807,0.81206399,0.97063696,0.71258515,2,2
train,151,55,0.00000000,0.12727863,0.55996877,0.34474584,0.00000000,0.13347678,0.51495475,0.35132784,0.65613860,0.28377905,0.11000784,0.91639745,0.33358428,0.88108611,0.98000002,0.74417716,2,2
train,151,56,0.00000000,0.12354794,0.62710899,0.28947350,0.00000000,0.07281122,0.53214103,0.33084330,0.61159647,0.27229872,0.18247612,0.88660568,0.36670849,0.89663267,0.98000002,0.72617143,2,2
train,151,57,0.00000000,0.11003684,0.62165445,0.31324634,0.00000000,0.15635322,0.60712641,0.35525182,0.67832643,0.27937090,0.18596612,0.86780691,0.32322079,0.85357541,0.98000002,0.74436569,2,2
train,151,58,0.00000000,0.18004245,0.58124727,0.33786842,0.00000000,0.08631077,0.54222476,0.31543791,0.64782745,0.29531169,0.16365808,0.95560187,0.38948423,0.88068157,0.96257067,0.72638977,2,2
train,151,59,0.00000000,0.10497476,0.59201980,0.28454110,0.00000000,0.09275802,0.56935465,0.34501025,0.68907028,0.25089967,0.14999260,0.87971115,0.37407467,0.89328229,0.91969895,0.77935237,2,2
train,151,60,0.00000000,0.09706033,0.57422137,0.28290856,0.00000000,0.15354630,0.53949916,0.33647373,0.64662874,0.25098163,0.18022223,0.88405019,0.35337812,0.90858537,0.94866359,0.72220761,2,2
train,151,61,0.00000000,0.11201186,0.62438482,0.30126259,0.00000000,0.05853158,0.57772261,0.34255990,0.67450088,0.25205070,0.16738172,0.89249635,0.36009979,0.90386301,0.93564039,0.73603827,2,2
train,151,62,0.00000000,0.11608370,0.58058214,0.32841662,0.00000000,0.15203416,0.49342158,0.33162042,0.60468721,0.24122636,0.14830813,0.89830798,0.37819207,0.88249648,0.98000002,0.75697863,3,2
train,151,63,0.00000000,0.11998711,0.60846353,0.32357976,0.00000000,0.10986871,0.48487511,0.34821671,0.58497024,0.27553666,0.19099659,0.91913068,0.34122813,0.84005815,0.94096100,0.77568239,3,2
train,194,0,0.00000000,0.25390929,0.43054196,0.43342713,0.00000000,0.04023438,0.87348127,0.20334131,0.98000002,0.30000427,0.60684997,0.98000002,0.18292655,0.70850843,0.84098518,0.79429907,2,1
train,194,1,0.00000000,0.28366464,0.41964313,0.47345039,0.00000000,0.03862245,0.79127848,0.15904686,0.98000002,0.22901751,0.56254637,0.97427565,0.18714102,0.66580987,0.79191864,0.82987458,2,1
train,194,2,0.00000000,0.22030252,0.48053443,0.49026352,0.00000000,0.02000000,0.88191688,0.18294212,0.93203151,0.32450768,0.62865520,0.98000002,0.17953710,0.67861617,0.80577856,0.83007056,2,1
train,194,3,0.00000000,0.27928987,0.50006694,0.41014984,0.00000000,0.02000000,0.83150041,0.16914667,0.97336119,0.24674286,0.56241024,0.95514768,0.12198018,0.70065498,0.78774518,0.82750922,2,1
train,194,4,0.00000000,0.23739685,0.43668607,0.39861840,0.00000000,0.02711093,0.82783693,0.19644703,0.96218723,0.21586981,0.58352351,0.95600832,0.16721010,0.65854931,0.80242264,0.78983819,2,1
train,194,5,0.00000000,0.21898982,0.45738098,0.44811246,0.00000000,0.02000000,0.83165282,0.19361593,0.97724950,0.27675992,0.60825068,0.96592587,0.18404314,0.69745559,0.77470070,0.81619483,2,1
train,194,6,0.00000000,0.23332833,0.47366449,0.39851043,0.00000000,0.02000000,0.78019559,0.19324051,0.98000002,0.29199553,0.53744477,0.98000002,0.14317587,0.72024339,0.82616299,0.80631256,2,1
train,194,7,0.00000000,0.27184296,0.43137950,0.39269719,0.00000000,0.05693944,0.82118207,0.17821035,0.98000002,0.24998721,0.59884816,0.97250825,0.18726869,0.64160448,0.77429247,0.82548881,2,1
train,194,8,0.00000000,0.22881474,0.43664142,0.38138342,0.00000000,0.02000000,0.81165636,0.19267848,0.98000002,0.33771089,0.59391749,0.95476240,0.14850791,0.74189925,0.84255254,0.82178032,2,1
train,194,9,0.00000000,0.22107399,0.47323361,0.41977799,0.00000000,0.02000000,0.84796631,0.17001317,0.89751178,0.28881782,0.60641038,0.98000002,0.15543891,0.66673630,0.79006374,0.85972005,2,1
train,194,10,0.00000000,0.24531771,0.44055402,0.45013782,0.00000000,0.02035199,0.79562712,0.21374293,0.98000002,0.28474826,0.56425703,0.94682312,0.17432214,0.66657525,0.83437204,0.80982733,2,1
train,194,11,0.00000000,0.26490632,0.44378829,0.42214173,0.00000000,0.02122479,0.85287946,0.19463922,0.98000002,0.25514883,0.58820254,0.94619507,0.15018052,0.67986643,0.81365639,0.82165593,2,1
train,194,12,0.00000000,0.29329550,0.42265019,0.39159802,0.00000000,0.06903750,0.84047508,0.15240483,0.98000002,0.31443590,0.55820429,0.97799915,0.17408682,0.72244000,0.82939464,0.82590640,2,1
train,194,13,0.00000000,0.28175166,0.41889533,0.41426447,0.00000000,0.02000000,0.84629416,0.16238016,0.95531416,0.25348982,0.58005250,0.98000002,0.18194316,0.71714526,0.80210400,0.83586502,2,1
train,194,14,0.00000000,0.28473338,0.46898809,0.45641565,0.00000000,0.04047235,0.86737603,0.17269363,0.97441787,0.27621570,0.61562502,0.98000002,0.15913071,0.67082536,0.82098353,0.82569373,2,1
train,194,15,0.00000000,0.29642737,0.44823402,0.45394871,0.00000000,0.08288894,0.85326540,0.17106488,0.93036127,0.26465169,0.61475646,0.98000002,0.13145360,0.67600787,0.76285440,0.82538134,2,1
train,194,16,0.00000000,0.25346228,0.43865746,0.41595688,0.00000000,0.06484766,0.80159539,0.24162027,0.94504064,0.28753340,0.56909794,0.95268327,0.20742002,0.71047640,0.83033812,0.80750585,2,1
train,194,17,0.00000000,0.24415880,0.48132637,0.48147234,0.00000000,0.04422830,0.78615296,0.21922627,0.97802883,0.26234233,0.57276517,0.98000002,0.17232712,0.70710307,0.84188044,0.82562762,2,1
train,194,18,0.00000000,0.22446929,0.49120089,0.43423119,0.00000000,0.05405426,0.77949518,0.19189513,0.93711871,0.25066215,0.52575040,0.98000002,0.17266969,0.63014829,0.82357949,0.81684798,2,1
train,194,19,0.00000000,0.24472022,0.42320350,0.45661348,0.00000000,0.07519180,0.79578602,0.17000565,0.90434724,0.30170467,0.58914667,0.94009888,0.15647879,0.70382583,0.77392137,0.78660399,2,1
train,194,20,0.00000000,0.26490873,0.46115470,0.37469199,0.00000000,0.04883656,0.75680536,0.20116746,0.90997720,0.26447996,0.59303945,0.98000002,0.14300042,0.66799241,0.78033775,0.80543900,2,1
train,194,21,0.00000000,0.28547984,0.45514274,0.42977184,0.00000000,0.07309353,0.77001590,0.22247559,0.92115182,0.31456223,0.58590722,0.89284331,0.10392867,0.72272986,0.78673899,0.76226324,2,1
train,194,22,0.00000000,0.24098708,0.47034085,0.35952353,0.00000000,0.04720785,0.74805838,0.16643554,0.93023568,0.28286260,0.54274535,0.97455025,0.19643793,0.68278515,0.79274338,0.79734015,2,1
train,194,23,0.00000000,0.25785175,0.49437258,0.41741815,0.00000000,0.03171277,0.76598084,0.18368503,0.89107478,0.30134931,0.54583639,0.94950253,0.16134533,0.67220968,0.80024439,0.79025728,2,1
train,194,24,0.00000000,0.25394541,0.44527227,0.42972198,0.00000000,0.06717057,0.78147376,0.16494121,0.86831427,0.28523383,0.56643718,0.91467530,0.11745427,0.69185865,0.79135841,0.75732505,2,1
train,194,25,0.00000000,0.23180035,0.45702034,0.41186810,0.00000000,0.03998700,0.76569176,0.21937600,0.89731038,0.27009773,0.55795825,0.92432499,0.16484164,0.70483464,0.79258901,0.77513933,2,1
train,194,26,0.00000000,0.28147054,0.40220642,0.40389603,0.00000000,0.05208248,0.76641524,0.18856977,0.89430845,0.28645986,0.55492884,0.94623953,0.17875348,0.70857668,0.82539958,0.79766273,2,1
train,194,27,0.00000000,0.28417090,0.49960223,0.37117243,0.00000000,0.06413364,0.79838222,0.16697235,0.91718227,0.31627664,0.54770398,0.95164973,0.15452653,0.73577976,0.79737407,0.78407615,2,1
train,194,28,0.00000000,0.28792033,0.47937530,0.45692611,0.00000000,0.10550401,0.71904057,0.18596309,0.85474217,0.34242818,0.51592511,0.89756149,0.11669453,0.72069561,0.87755466,0.75709200,2,1
train,194,29,0.00000000,0.24620119,0.43401742,0.38603014,0.00000000,0.05695981,0.78186715,0.21387441,0.89777941,0.31773099,0.50635564,0.93813741,0.16991892,0.64976448,0.81373763,0.79739314,2,1
train,194,30,0.00000000,0.28008160,0.46318099,0.45694572,0.00000000,0.09262127,0.70551842,0.20817947,0.86400008,0.36200815,0.53216219,0.88425267,0.20285574,0.66511464,0.81895608,0.81678319,2,1
train,194,31,0.00000000,0.29059741,0.44672358,0.41543835,0.00000000,0.07681847,0.70690614,0.19193259,0.81878316,0.29080883,0.56724650,0.91796833,0.17093891,0.69430184,0.77289569,0.78059709,2,1
train,194,32,0.00000000,0.24447903,0.48021835,0.43578377,0.00000000,0.05438764,0.68499804,0.20300156,0.86421436,0.30717233,0.58662063,0.90957230,0.18697275,0.69843662,0.82534087,0.74871576,2,1
train,194,33,0.00000000,0.28331268,0.46829331,0.43920675,0.00000000,0.07556514,0.70016104,0.24424540,0.82295823,0.28536427,0.53050083,0.93870080,0.15729426,0.71912187,0.81680620,0.77068490,2,1
train,194,34,0.00000000,0.24839522,0.47519282,0.43466291,0.00000000,0.05400134,0.71039313,0.23271927,0.82502818,0.30346170,0.56600523,0.89989227,0.14031439,0.74071473,0.81164294,0.80137259,2,1
train,194,35,0.00000000,0.30821750,0.44504848,0.46815577,0.00000000,0.09261431,0.75217670,0.19049354,0.76851827,0.35597709,0.55031598,0.91938460,0.13666199,0.66640180,0.78078663,0.73956847,2,1
